EventID,EventName,EventType,Department,DayOfWeek,Season,TimeOfDay,VenueCapacity,Attendance,AttendanceLevel,FeedbackScore,EngagementIndex
450,Event_450,Cultural,Civil,Thursday,Monsoon,Afternoon,343,200,Medium,3.0,1.679300292
623,Event_623,Seminar,Management,Thursday,Winter,Evening,125,122,High,2.0,0.896
693,Event_693,Seminar,Management,Thursday,Summer,Evening,440,404,High,1.0,0.911363636
18,Event_18,Hackathon,ECE,Wednesday,Summer,Morning,84,47,Medium,2.0,1.535714286
405,Event_405,Seminar,Mechanical,Thursday,Summer,Morning,75,28,Medium,5.0,2.333333333
225,Event_225,Workshop,Mechanical,Monday,Monsoon,Afternoon,143,122,High,,0.888111888
540,Event_540,Seminar,,Monday,Winter,Afternoon,304,73,Low,5.0,0.842105263
324,Event_324,Workshop,Management,Tuesday,Winter,Afternoon,279,234,High,4.0,3.483870968
670,Event_670,Workshop,Mechanical,Wednesday,Summer,Morning,339,239,High,3.0,2.159292035
169,Event_169,Workshop,ECE,Saturday,Summer,Afternoon,137,47,Low,5.0,1.715328467
80,Event_80,Seminar,CSE,Wednesday,Summer,Afternoon,424,330,High,5.0,3.037735849
288,Event_288,Hackathon,Civil,Wednesday,Monsoon,Morning,98,57,Medium,5.0,2.602040816
235,Event_235,Workshop,Management,Friday,Winter,Evening,353,345,High,3.0,2.932011331
470,Event_470,Seminar,Management,Wednesday,Monsoon,Evening,289,134,Medium,5.0,2.422145329
59,Event_59,Seminar,Management,Wednesday,Summer,Afternoon,433,106,Low,5.0,1.258660508
162,Event_162,Workshop,ECE,Saturday,Monsoon,Evening,203,183,High,3.0,1.852216749
505,Event_505,Sports,Mechanical,Friday,Winter,Evening,174,81,Medium,3.0,2.068965517
552,Event_552,Cultural,Mechanical,Friday,Winter,Evening,204,125,Medium,3.0,1.882352941
410,Event_410,Seminar,Mechanical,Tuesday,Winter,Morning,316,169,Medium,4.0,2.202531646
357,Event_357,Seminar,ECE,Friday,Winter,Morning,92,69,High,5.0,3.130434783
436,Event_436,Seminar,ECE,Monday,Winter,Evening,297,94,Low,5.0,1.582491582
313,Event_313,Cultural,Management,Tuesday,Winter,Afternoon,317,125,Low,,1.955835962
206,Event_206,Sports,ECE,Wednesday,Summer,Afternoon,365,341,High,4.0,2.860273973
512,Event_512,Seminar,Mechanical,Monday,Summer,Evening,499,394,High,2.0,1.579158317
281,Event_281,Cultural,Mechanical,Tuesday,Winter,Afternoon,405,134,Low,4.0,1.382716049
382,Event_382,Hackathon,Mechanical,Friday,Summer,Morning,477,477,High,3.0,3.924528302
606,Event_606,Sports,ECE,Tuesday,Winter,Evening,438,101,Low,2.0,0.228310502
163,Event_163,Hackathon,Mechanical,Thursday,Summer,Morning,323,110,Low,3.0,1.486068111
106,Event_106,Hackathon,ECE,Tuesday,Winter,Morning,370,226,Medium,5.0,3.081081081
420,Event_420,Seminar,ECE,Friday,Winter,Afternoon,151,70,Medium,2.0,0.516556291
354,Event_354,Seminar,CSE,Tuesday,Monsoon,Evening,61,58,High,5.0,3.803278689
496,Event_496,Workshop,CSE,Saturday,Summer,Afternoon,407,74,Low,5.0,0.995085995
254,Event_254,Sports,Management,Monday,Monsoon,Morning,65,30,Medium,4.0,1.969230769
273,Event_273,Workshop,Management,Thursday,Winter,Morning,77,15,Low,3.0,1.298701299
590,Event_590,Workshop,Management,Tuesday,Summer,Evening,131,54,Low,5.0,1.79389313
558,Event_558,Hackathon,,Saturday,Summer,Morning,59,42,High,5.0,3.525423729
518,Event_518,Hackathon,ECE,Tuesday,Winter,Morning,57,57,High,1.0,1.719298246
326,Event_326,Workshop,Management,Saturday,Winter,Evening,389,144,Low,1.0,0.393316195
289,Event_289,Sports,Mechanical,Wednesday,Monsoon,Evening,167,96,Medium,3.0,2.323353293
194,Event_194,Cultural,Civil,Thursday,Winter,Evening,132,79,Medium,5.0,2.666666667
117,Event_117,Cultural,CSE,Thursday,Winter,Evening,330,105,Low,3.0,0.624242424
8,Event_8,Sports,Mechanical,Saturday,Winter,Afternoon,103,30,Low,2.0,0.563106796
365,Event_365,Seminar,CSE,Monday,Winter,Morning,313,81,Low,5.0,1.453674121
132,Event_132,Hackathon,Mechanical,Friday,Monsoon,Morning,63,16,Low,1.0,0.603174603
228,Event_228,Cultural,Civil,Saturday,Monsoon,Morning,389,214,Medium,2.0,1.146529563
551,Event_551,Sports,Civil,Tuesday,Monsoon,Afternoon,150,47,Low,4.0,1.493333333
376,Event_376,Sports,CSE,Saturday,Winter,Morning,147,77,Medium,1.0,0.993197279
81,Event_81,Hackathon,ECE,Friday,Summer,Afternoon,211,138,Medium,4.0,2.616113744
501,Event_501,Seminar,ECE,Tuesday,Monsoon,Evening,157,129,High,5.0,4.23566879
677,Event_677,Hackathon,Mechanical,Monday,Winter,Evening,414,156,Low,1.0,0.355072464
175,Event_175,Seminar,CSE,Wednesday,Summer,Afternoon,477,192,Low,3.0,0.788259958
15,Event_15,Seminar,Mechanical,Thursday,Monsoon,Morning,243,89,Low,2.0,0.395061728
96,Event_96,Sports,ECE,Monday,Monsoon,Morning,264,169,Medium,4.0,2.560606061
648,Event_648,Hackathon,Management,Friday,Summer,Afternoon,196,174,High,2.0,0.913265306
214,Event_214,Cultural,,Saturday,Summer,Evening,454,418,High,3.0,1.837004405
346,Event_346,Cultural,Mechanical,Friday,Monsoon,Afternoon,202,66,Low,2.0,1.054455446
146,Event_146,Seminar,Management,Tuesday,Summer,Afternoon,61,44,High,1.0,0.852459016
564,Event_564,Seminar,CSE,Friday,Monsoon,Morning,204,193,High,1.0,1.980392157
559,Event_559,Workshop,Mechanical,Tuesday,Monsoon,Afternoon,277,187,Medium,1.0,0.667870036
438,Event_438,Sports,Mechanical,Thursday,Summer,Evening,210,56,Low,1.0,0.257142857
516,Event_516,Sports,Mechanical,Saturday,Summer,Evening,190,75,Medium,1.0,0.852631579
92,Event_92,Workshop,Management,Saturday,Summer,Morning,464,272,Medium,4.0,1.765086207
420,Event_420,Seminar,ECE,Friday,Winter,Afternoon,151,82,Medium,2.0,0.516556291
383,Event_383,Workshop,ECE,Thursday,Winter,Evening,267,69,Low,2.0,0.224719101
301,Event_301,Hackathon,Civil,Saturday,Summer,Morning,329,123,Low,5.0,1.914893617
494,Event_494,Workshop,ECE,Tuesday,Summer,Afternoon,68,34,Medium,3.0,2.470588235
426,Event_426,Cultural,Mechanical,Tuesday,Summer,Afternoon,208,112,Medium,3.0,1.730769231
190,Event_190,Sports,Civil,Monday,Winter,Afternoon,387,161,Medium,1.0,0.42118863
611,Event_611,Workshop,CSE,Saturday,Summer,Morning,403,304,High,1.0,1.459057072
497,Event_497,Sports,ECE,Thursday,Winter,Evening,423,149,Low,3.0,1.056737589
409,Event_409,Hackathon,Mechanical,Thursday,Winter,Morning,388,375,High,2.0,1.932989691
321,Event_321,Cultural,CSE,Monday,Summer,Evening,427,337,High,3.0,1.601873536
265,Event_265,Seminar,Mechanical,Tuesday,Summer,Morning,211,89,Low,4.0,1.872037915
238,Event_238,Seminar,CSE,Tuesday,Winter,Evening,90,29,Low,3.0,0.755555556
551,Event_551,Sports,Civil,Tuesday,Monsoon,Afternoon,150,57,Low,3.0,1.493333333
117,Event_117,Cultural,CSE,Thursday,Winter,Evening,330,103,Low,3.0,0.624242424
259,Event_259,Cultural,Mechanical,Thursday,Summer,Morning,489,376,High,3.0,1.558282209
674,Event_674,Seminar,Mechanical,Friday,Monsoon,Evening,297,99,Low,5.0,1.498316498
563,Event_563,Hackathon,ECE,Wednesday,Monsoon,Morning,296,270,High,4.0,3.756756757
281,Event_281,Cultural,Mechanical,Tuesday,Winter,Afternoon,405,143,Low,5.0,1.382716049
279,Event_279,Sports,Mechanical,Saturday,Winter,Evening,487,188,Low,1.0,0.367556468
530,Event_530,Hackathon,Management,Saturday,Winter,Afternoon,142,56,Medium,5.0,1.633802817
242,Event_242,Workshop,Management,Friday,Monsoon,Morning,305,180,Medium,1.0,0.570491803
244,Event_244,Sports,Mechanical,Monday,Monsoon,Afternoon,285,130,Medium,2.0,0.856140351
349,Event_349,Cultural,Mechanical,Monday,Monsoon,Morning,491,431,High,5.0,3.551934827
558,Event_558,Hackathon,,Saturday,Summer,Morning,59,50,High,4.0,3.525423729
559,Event_559,Workshop,Mechanical,Tuesday,Monsoon,Afternoon,277,183,Medium,1.0,0.667870036
359,Event_359,Workshop,ECE,Thursday,Summer,Afternoon,184,134,High,5.0,2.97826087
397,Event_397,Hackathon,Civil,Tuesday,Winter,Morning,327,263,High,1.0,0.79204893
481,Event_481,Workshop,ECE,Tuesday,Monsoon,Evening,404,268,Medium,1.0,0.675742574
260,Event_260,Cultural,CSE,Monday,Monsoon,Morning,149,49,Low,5.0,1.610738255
228,Event_228,Cultural,Civil,Saturday,Monsoon,Morning,389,221,Medium,1.0,1.146529563
653,Event_653,Sports,CSE,Wednesday,Summer,Evening,373,93,Low,1.0,0.466487936
134,Event_134,Hackathon,CSE,Thursday,Summer,Morning,461,232,Medium,2.0,1.470715835
624,Event_624,Seminar,Management,Wednesday,Summer,Morning,331,92,Low,1.0,0.256797583
329,Event_329,Cultural,Civil,Friday,Monsoon,Afternoon,321,87,Low,3.0,1.196261682
41,Event_41,Seminar,ECE,Friday,Monsoon,Morning,190,35,Low,3.0,0.884210526
652,Event_652,Cultural,CSE,Saturday,Winter,Evening,461,234,Medium,4.0,1.568329718
128,Event_128,Seminar,Civil,Wednesday,Winter,Afternoon,101,19,Low,5.0,1.138613861
1,Event_1,Seminar,Mechanical,Wednesday,Monsoon,Evening,257,85,Low,3.0,0.684824903
664,Event_664,Sports,Mechanical,Saturday,Winter,Evening,238,71,Low,2.0,0.621848739
200,Event_200,Seminar,Mechanical,Friday,Summer,Morning,470,384,High,4.0,3.268085106
383,Event_383,Workshop,ECE,Thursday,Winter,Evening,267,66,Low,1.0,0.224719101
613,Event_613,Hackathon,ECE,Tuesday,Summer,Afternoon,474,255,Medium,1.0,0.523206751
440,Event_440,Workshop,Civil,Thursday,Winter,Morning,471,146,Low,4.0,0.961783439
62,Event_62,Seminar,Mechanical,Friday,Winter,Morning,407,259,Medium,2.0,1.272727273
93,Event_93,Sports,Civil,Wednesday,Winter,Evening,339,287,High,1.0,0.855457227
657,Event_657,Workshop,Mechanical,Monday,Summer,Evening,434,204,Medium,2.0,0.488479263
298,Event_298,Sports,CSE,Thursday,Winter,Morning,62,55,High,1.0,0.774193548
221,Event_221,Cultural,Mechanical,Thursday,Winter,Evening,60,31,Medium,5.0,2.083333333
378,Event_378,Cultural,Management,Wednesday,Monsoon,Morning,461,357,High,3.0,2.297180043
144,Event_144,Seminar,CSE,Wednesday,Monsoon,Morning,108,41,Low,1.0,0.314814815
268,Event_268,Workshop,Management,Monday,Winter,Afternoon,313,81,Low,5.0,1.261980831
692,Event_692,Hackathon,CSE,Thursday,Monsoon,Afternoon,217,111,Medium,4.0,2.488479263
134,Event_134,Hackathon,CSE,Thursday,Summer,Morning,461,231,Medium,4.0,1.470715835
424,Event_424,Cultural,Mechanical,Friday,Summer,Morning,106,89,High,2.0,0.867924528
648,Event_648,Hackathon,Management,Friday,Summer,Afternoon,196,179,High,1.0,0.913265306
209,Event_209,Seminar,CSE,Friday,Monsoon,Afternoon,488,232,Medium,3.0,1.819672131
20,Event_20,Seminar,ECE,Tuesday,Summer,Afternoon,335,254,High,4.0,3.032835821
590,Event_590,Workshop,Management,Tuesday,Summer,Evening,131,37,Low,4.0,1.79389313
366,Event_366,Hackathon,Civil,Wednesday,Winter,Afternoon,274,76,Low,5.0,1.569343066
289,Event_289,Sports,Mechanical,Wednesday,Monsoon,Evening,167,104,Medium,3.0,2.323353293
253,Event_253,Seminar,Civil,Thursday,Summer,Afternoon,435,139,Low,3.0,1.027586207
488,Event_488,Sports,Mechanical,Tuesday,Summer,Evening,495,290,Medium,5.0,2.35959596
549,Event_549,Workshop,Management,Wednesday,Winter,Evening,140,32,Low,1.0,0.457142857
249,Event_249,Seminar,Management,Saturday,Monsoon,Morning,278,266,High,3.0,3.870503597
260,Event_260,Cultural,CSE,Monday,Monsoon,Morning,149,54,Low,5.0,1.610738255
643,Event_643,Hackathon,Mechanical,Thursday,Winter,Evening,158,106,Medium,3.0,2.012658228
320,Event_320,Sports,Civil,Friday,Monsoon,Morning,277,76,Low,2.0,0.241877256
549,Event_549,Workshop,Management,Wednesday,Winter,Evening,140,26,Low,3.0,0.457142857
379,Event_379,Cultural,Mechanical,Wednesday,Summer,Morning,254,68,Low,3.0,0.503937008
289,Event_289,Sports,Mechanical,Wednesday,Monsoon,Evening,167,94,Medium,4.0,2.323353293
620,Event_620,Seminar,ECE,Friday,Winter,Afternoon,484,356,High,2.0,0.75
455,Event_455,Seminar,ECE,Thursday,Monsoon,Afternoon,127,130,High,2.0,1.88976378
630,Event_630,Seminar,CSE,Wednesday,Summer,Afternoon,352,143,Medium,4.0,1.303977273
277,Event_277,Hackathon,Management,Saturday,Summer,Evening,77,62,High,3.0,3.584415584
676,Event_676,Hackathon,ECE,Thursday,Summer,Evening,328,108,Low,1.0,0.332317073
561,Event_561,Workshop,Management,Friday,Monsoon,Morning,487,438,High,5.0,4.404517454
217,Event_217,Seminar,Mechanical,Saturday,Summer,Afternoon,150,145,High,4.0,3.6
472,Event_472,Hackathon,ECE,Friday,Monsoon,Evening,382,209,Medium,1.0,1.12565445
608,Event_608,Workshop,CSE,Thursday,Winter,Evening,242,228,High,4.0,4.731404959
248,Event_248,Workshop,Civil,Wednesday,Winter,Evening,259,68,Low,2.0,0.525096525
181,Event_181,Workshop,Civil,Wednesday,Summer,Morning,170,115,Medium,2.0,2.064705882
455,Event_455,Seminar,ECE,Thursday,Monsoon,Afternoon,127,114,High,2.0,1.88976378
400,Event_400,Cultural,ECE,Saturday,Summer,Morning,108,95,High,1.0,0.898148148
343,Event_343,Sports,,Tuesday,Winter,Afternoon,183,27,Low,4.0,1.010928962
676,Event_676,Hackathon,ECE,Thursday,Summer,Evening,328,106,Low,2.0,0.332317073
94,Event_94,Sports,ECE,Monday,Monsoon,Morning,344,315,High,4.0,4.549418605
287,Event_287,Seminar,Management,Friday,Winter,Afternoon,362,273,High,4.0,2.29558011
429,Event_429,Hackathon,Civil,Saturday,Monsoon,Evening,331,101,Low,4.0,1.555891239
42,Event_42,Workshop,Management,Monday,Summer,Evening,281,287,High,3.0,1.992882562
542,Event_542,Cultural,Management,Monday,Summer,Evening,265,163,Medium,4.0,2.41509434
544,Event_544,Seminar,ECE,Friday,Summer,Morning,301,175,Medium,3.0,1.744186047
505,Event_505,Sports,Mechanical,Friday,Winter,Evening,174,85,Medium,3.0,2.068965517
96,Event_96,Sports,ECE,Monday,Monsoon,Morning,264,174,Medium,3.0,2.560606061
495,Event_495,Hackathon,Management,Thursday,Winter,Afternoon,360,305,High,3.0,3.388888889
473,Event_473,Cultural,Management,Friday,Summer,Afternoon,99,46,Medium,4.0,1.858585859
229,Event_229,Sports,CSE,Friday,Winter,Afternoon,260,167,Medium,5.0,3.211538462
289,Event_289,Sports,Mechanical,Wednesday,Monsoon,Evening,167,96,Medium,5.0,2.323353293
239,Event_239,Hackathon,CSE,Saturday,Monsoon,Afternoon,404,342,High,2.0,0.856435644
113,Event_113,Hackathon,CSE,Thursday,Summer,Morning,452,333,High,4.0,2.89380531
215,Event_215,Sports,Civil,Monday,Summer,Afternoon,284,148,Medium,1.0,0.485915493
290,Event_290,Seminar,ECE,Saturday,Winter,Morning,103,17,Low,4.0,1.213592233
503,Event_503,Hackathon,Mechanical,Thursday,Summer,Evening,334,176,Medium,2.0,1.083832335
122,Event_122,Seminar,Civil,Monday,Winter,Morning,72,61,High,5.0,4.305555556
113,Event_113,Hackathon,CSE,Thursday,Summer,Morning,452,334,High,4.0,2.89380531
392,Event_392,Hackathon,Mechanical,Saturday,Summer,Evening,483,450,High,2.0,2.732919255
267,Event_267,Seminar,CSE,Monday,Monsoon,Afternoon,265,236,High,1.0,1.750943396
350,Event_350,Hackathon,CSE,Thursday,Monsoon,Morning,56,27,Medium,2.0,1.821428571
165,Event_165,Sports,Mechanical,Wednesday,Summer,Afternoon,263,72,Low,3.0,0.501901141
584,Event_584,Workshop,ECE,Saturday,Summer,Morning,323,284,High,4.0,4.458204334
204,Event_204,Workshop,Civil,Tuesday,Winter,Morning,462,457,High,2.0,1.982683983
270,Event_270,Seminar,Management,Saturday,Monsoon,Evening,341,121,Low,2.0,0.715542522
111,Event_111,Workshop,Civil,Friday,Winter,Morning,318,247,High,5.0,3.993710692
111,Event_111,Workshop,Civil,Friday,Winter,Morning,318,260,High,4.0,3.993710692
542,Event_542,Cultural,Management,Monday,Summer,Evening,265,161,Medium,3.0,2.41509434
547,Event_547,Hackathon,Mechanical,Friday,Summer,Afternoon,104,81,High,5.0,2.961538462
6,Event_6,Cultural,Civil,Monday,Monsoon,Morning,220,125,Medium,2.0,1.772727273
32,Event_32,Seminar,Management,Friday,Summer,Evening,184,96,Medium,3.0,1.565217391
192,Event_192,Hackathon,Management,Thursday,Winter,Evening,356,290,High,3.0,3.370786517
385,Event_385,Hackathon,Civil,Friday,Summer,Evening,139,64,Medium,2.0,1.424460432
371,Event_371,Cultural,Management,Tuesday,Winter,Afternoon,181,41,Low,4.0,0.994475138
539,Event_539,Cultural,CSE,Saturday,Monsoon,Morning,475,250,Medium,2.0,1.052631579
124,Event_124,Sports,Mechanical,Saturday,Summer,Morning,495,130,Low,1.0,0.272727273
172,Event_172,Workshop,Civil,Friday,Summer,Evening,474,119,Low,2.0,0.464135021
46,Event_46,Workshop,Mechanical,Friday,Winter,Morning,177,47,Low,2.0,0.429378531
329,Event_329,Cultural,Civil,Friday,Monsoon,Afternoon,321,98,Low,5.0,1.196261682
666,Event_666,Workshop,ECE,Monday,Summer,Evening,73,56,High,4.0,4.315068493
88,Event_88,Workshop,Civil,Friday,Winter,Afternoon,499,109,Low,,0.619238477
558,Event_558,Hackathon,,Saturday,Summer,Morning,59,48,High,5.0,3.525423729
484,Event_484,Hackathon,ECE,Tuesday,Winter,Morning,233,149,Medium,5.0,3.111587983
671,Event_671,Sports,Civil,Friday,Winter,Evening,490,213,Medium,4.0,1.340816327
18,Event_18,Hackathon,ECE,Wednesday,Summer,Morning,84,43,Medium,3.0,1.535714286
97,Event_97,Hackathon,Management,Tuesday,Summer,Afternoon,169,73,Medium,5.0,2.159763314
16,Event_16,Cultural,Civil,Friday,Monsoon,Afternoon,218,74,Low,4.0,1.059633028
188,Event_188,Workshop,Management,Friday,Winter,Morning,477,285,Medium,3.0,2.440251572
161,Event_161,Sports,CSE,Tuesday,Winter,Afternoon,398,249,Medium,1.0,0.600502513
157,Event_157,Seminar,Mechanical,Friday,Monsoon,Morning,98,41,Medium,4.0,1.673469388
262,Event_262,Sports,ECE,Tuesday,Summer,Evening,392,246,Medium,5.0,3.137755102
21,Event_21,Cultural,Mechanical,Thursday,Winter,Afternoon,106,35,Low,3.0,1.103773585
25,Event_25,Workshop,CSE,Friday,Winter,Afternoon,68,71,High,4.0,2.735294118
336,Event_336,Cultural,CSE,Wednesday,Monsoon,Afternoon,219,102,Medium,2.0,1.493150685
320,Event_320,Sports,Civil,Friday,Monsoon,Morning,277,67,Low,1.0,0.241877256
599,Event_599,Hackathon,Civil,Thursday,Winter,Morning,165,149,High,4.0,3.393939394
607,Event_607,Seminar,Civil,Friday,Winter,Morning,427,371,High,3.0,3.456674473
614,Event_614,Sports,CSE,Thursday,Summer,Evening,270,60,Low,4.0,1.092592593
104,Event_104,Cultural,Management,Tuesday,Winter,Afternoon,102,62,Medium,5.0,2.794117647
322,Event_322,Cultural,CSE,Friday,Monsoon,Evening,237,206,High,5.0,4.345991561
508,Event_508,Seminar,Mechanical,Saturday,Winter,Morning,156,62,Low,5.0,1.512820513
426,Event_426,Cultural,Mechanical,Tuesday,Summer,Afternoon,208,120,Medium,3.0,1.730769231
297,Event_297,Hackathon,CSE,Tuesday,Monsoon,Morning,95,74,High,1.0,0.852631579
530,Event_530,Hackathon,Management,Saturday,Winter,Afternoon,142,48,Medium,4.0,1.633802817
45,Event_45,Cultural,Mechanical,Saturday,Monsoon,Evening,237,179,High,1.0,1.594936709
112,Event_112,Sports,ECE,Saturday,Winter,Afternoon,70,57,High,3.0,2.528571429
598,Event_598,Hackathon,Mechanical,Saturday,Monsoon,Afternoon,453,98,Low,3.0,0.93598234
60,Event_60,Cultural,ECE,Wednesday,Winter,Evening,309,216,High,4.0,3.656957929
594,Event_594,Cultural,ECE,Wednesday,Summer,Afternoon,306,122,Medium,4.0,2.107843137
448,Event_448,Workshop,Civil,Friday,Winter,Afternoon,95,21,Low,3.0,0.663157895
210,Event_210,Seminar,ECE,Thursday,Monsoon,Evening,443,137,Low,2.0,0.920993228
144,Event_144,Seminar,CSE,Wednesday,Monsoon,Morning,108,26,Low,2.0,0.314814815
625,Event_625,Cultural,ECE,Wednesday,Summer,Evening,420,86,Low,5.0,0.847619048
524,Event_524,Sports,Mechanical,Monday,Winter,Evening,130,64,Medium,5.0,2.769230769
660,Event_660,Sports,Management,Tuesday,Summer,Evening,329,319,High,2.0,1.951367781
695,Event_695,Workshop,ECE,Monday,Winter,Morning,471,156,Low,1.0,0.632696391
419,Event_419,Hackathon,,Friday,Summer,Evening,101,55,Medium,4.0,2.326732673
402,Event_402,Hackathon,CSE,Monday,Winter,Morning,248,109,Medium,4.0,1.258064516
303,Event_303,Workshop,Civil,Wednesday,Winter,Morning,386,162,Medium,,1.235751295
160,Event_160,Sports,Mechanical,Thursday,Monsoon,Afternoon,290,98,Low,3.0,0.682758621
624,Event_624,Seminar,Management,Wednesday,Summer,Morning,331,84,Low,1.0,0.256797583
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,138,Medium,5.0,1.851132686
390,Event_390,Cultural,CSE,Tuesday,Summer,Evening,361,210,Medium,1.0,1.135734072
290,Event_290,Seminar,ECE,Saturday,Winter,Morning,103,33,Low,5.0,1.213592233
320,Event_320,Sports,Civil,Friday,Monsoon,Morning,277,64,Low,1.0,0.241877256
166,Event_166,Cultural,Management,Wednesday,Monsoon,Morning,343,237,Medium,4.0,2.020408163
140,Event_140,Hackathon,Mechanical,Friday,Monsoon,Evening,79,54,Medium,2.0,0.594936709
45,Event_45,Cultural,Mechanical,Saturday,Monsoon,Evening,237,198,High,2.0,1.594936709
94,Event_94,Sports,ECE,Monday,Monsoon,Morning,344,313,High,5.0,4.549418605
155,Event_155,Sports,Civil,Friday,Summer,Evening,410,369,High,3.0,3.648780488
577,Event_577,Cultural,CSE,Friday,Monsoon,Afternoon,148,59,Medium,5.0,1.993243243
532,Event_532,Cultural,ECE,Friday,Monsoon,Afternoon,93,47,Medium,1.0,0.580645161
616,Event_616,Sports,ECE,Wednesday,Monsoon,Morning,246,163,Medium,2.0,0.630081301
364,Event_364,Hackathon,CSE,Tuesday,Monsoon,Evening,380,207,Medium,2.0,1.602631579
573,Event_573,Sports,CSE,Tuesday,Monsoon,Morning,453,127,Low,1.0,0.271523179
497,Event_497,Sports,ECE,Thursday,Winter,Evening,423,157,Low,4.0,1.056737589
477,Event_477,Seminar,ECE,Monday,Summer,Morning,119,106,High,2.0,1.781512605
475,Event_475,Sports,Civil,Friday,Monsoon,Morning,400,364,High,4.0,3.62
224,Event_224,Seminar,Management,Saturday,Winter,Evening,330,81,Low,1.0,0.460606061
